sentence1,sentence2,label
 It's understandable to be upset when others infringe on your personal space,the person doesn't understand personal boundaries.,0
 It's understandable to be upset when others infringe on your personal space,you are uncomfortable.,1
 It's understandable to be upset when others infringe on your personal space,They are trying to get you off drugs.,0
 It's understandable to be upset when others infringe on your personal space,You need your alone time.,1
 It's understandable to be upset when others infringe on your personal space,you are in a packed elevator.,0
 It's understandable to be upset when others infringe on your personal space,there is a lot of space around you available.,1
 It is ok to assume that a friend would remember an important event,The are suffering from a brain injury.,0
 It is ok to assume that a friend would remember an important event,That important event was their's and yours double wedding.,1
 It is ok to assume that a friend would remember an important event,They had a family emergency that made them forget,0
 It is ok to assume that a friend would remember an important event,You reminded them about it several times,1
 It is ok to assume that a friend would remember an important event,My friend has just undergone a major surgery.,0
 It is ok to assume that a friend would remember an important event,My friend and I have known each other well for over fifty years.,1
 It is ok to assume that a friend would remember an important event,They have an amnesia disorder,0
 It is ok to assume that a friend would remember an important event,They are your best friend,1
 It is ok to assume that a friend would remember an important event,They are being hospitalized.,0
 It is ok to assume that a friend would remember an important event,It is your birthday.,1
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,They have no illnesses.,0
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,They have dementia.,1
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,They really need to be around family.,0
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,Their ailments require everyday medical care.,1
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,They have Alzheimer's.,1
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,Their society offers no place for them to go.,0
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,They have a mental illness.,1
 It is expected that sometimes elderly grandparents need more home care than people can give to them.,They have Alzheimer's,1
 It's wrong to favor one family member over another.,That family member is the only person who treats you with civility,0
 It's wrong to favor one family member over another.,You prefer one twin over the other just because you like boys more than girls,1
 It's wrong to favor one family member over another.,the family member is an infant that needs more care.,0
 It's wrong to favor one family member over another.,you want your children to be happy.,1
 It's wrong to favor one family member over another.,One of them is your biological child and the other is your spouse's child from another marriage.,0
 It's wrong to favor one family member over another.,They are both babies.,1
 It's wrong to favor one family member over another.,One family member is dead.,0
 It's wrong to favor one family member over another.,They are twins.,1
 It's wrong to favor one family member over another.,You grew up with one family member and not the other.,0
 It's wrong to favor one family member over another.,They are your twin babies.,1
 It is rude to be annoying.,Someone has assaulted you,0
 It is rude to be annoying.,The other person is trying to work,1
 It is rude to be annoying.,you are just joking around.,0
 It is rude to be annoying.,people seem noticeably aggravated.,1
 It is rude to be annoying.,You are just messing around,0
 It is rude to be annoying.,People are trying to talk,1
 It is rude to be annoying.,You're trying to annoy protesters into walking away from your building.,0
 It is rude to be annoying.,You're annoying a police officer who's trying to secure a crime scene.,1
 It is rude to be annoying.,it is just one person's opinion that you are annoying.,0
 It is rude to be annoying.,it is in the middle of church service.,1
 It's okay to want out of a relationship.,They are abusing you,1
 It's okay to want out of a relationship.,Your partner is loving and wants to get married,0
 It's okay to want out of a relationship.,Your partner abuses you,1
 It's okay to want out of a relationship.,the other person is your soulmate.,0
 It's okay to want out of a relationship.,The two of you have nothing in common.,1
 It's okay to want out of a relationship.,You just started it seconds ago.,0
 It's okay to want out of a relationship.,Your partner has already been unfaithful.,1
 It's okay to want out of a relationship.,You only want out because the person is trying to force you to get help for an addiction.,0
 It's okay to want out of a relationship.,The person is toxic and the relationship isn't healthy.,1
 It is unacceptable to snoop in someone's phone or computer.,You're a computer forensics expert executing a police search warrant.,0
 It is unacceptable to snoop in someone's phone or computer.,You're snooping on your parents.,1
 It is unacceptable to snoop in someone's phone or computer.,you are just the phone repair guy,0
 It is unacceptable to snoop in someone's phone or computer.,you're doing it without their permission,1
 It is unacceptable to snoop in someone's phone or computer.,it is part of your job.,0
 It is unacceptable to snoop in someone's phone or computer.,they are your partner.,1
 It is unacceptable to snoop in someone's phone or computer.,You think they are cheating,0
 It is unacceptable to snoop in someone's phone or computer.,It is their work computer,1
 It is unacceptable to snoop in someone's phone or computer.,they are missing and you are trying to find them,0
 It is unacceptable to snoop in someone's phone or computer.,they asked you not to touch their stuff in the past,1
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,This person can fire you.,0
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,The boss is your spouse.,1
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,You did the same thing to get ahead,0
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,They got a promotion you were expecting,1
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,They are being promoted because of it.,1
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,You also slept with the boss.,0
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,They got promoted when you have better qualifications.,1
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,it violates company policy.,0
 It's okay to be upset if someone at work has an unfair advantage because they slept with a boss.,your bonus is at stake.,1
 It's expected that you will defend yourself from someone trying to harm you.,You're training with a master.,0
 It's expected that you will defend yourself from someone trying to harm you.,The other person has a knife.,1
 It's expected that you will defend yourself from someone trying to harm you.,It is your wife and she is having an episode.,0
 It's expected that you will defend yourself from someone trying to harm you.,They are trying to kidnap your child.,1
 It's expected that you will defend yourself from someone trying to harm you.,you are not strong enough to do so.,0
 It's expected that you will defend yourself from someone trying to harm you.,you are trying to save your own life.,1
 It's expected that you will defend yourself from someone trying to harm you.,You're physically incapacitated.,0
 It's expected that you will defend yourself from someone trying to harm you.,You're in an MMA match.,1
 It's expected that you will defend yourself from someone trying to harm you.,the person trying to harm you is a small child.,0
 It's expected that you will defend yourself from someone trying to harm you.,the person tells you that they are going to kill you.,1
 It is rude to ignore someone's birthday.,You are no longer friends with them.,0
 It is rude to ignore someone's birthday.,They are your best friend.,1
 It is rude to ignore someone's birthday.,You are not friends,0
 It is rude to ignore someone's birthday.,You're dating them,1
 It is rude to ignore someone's birthday.,You don’t like them,0
 It is rude to ignore someone's birthday.,It is your own mom,1
 It is rude to ignore someone's birthday.,You don't know the person well.,0
 It is rude to ignore someone's birthday.,The person is your parent.,1
 It is rude to ignore someone's birthday.,It's a stranger's birthday.,0
 It is rude to ignore someone's birthday.,It's a friend's birthday.,1
 You shouldn't cheat on others.,Your relationship allows for cheating.,0
 You shouldn't cheat on others.,You're in a monogamous marriage.,1
 You shouldn't cheat on others.,You want to have a long relationship with someone.,1
 You shouldn't cheat on others.,You caught them in bed with your sister.,0
 You shouldn't cheat on others.,Their previous relationship was very abusive.,1
 You shouldn't cheat on others.,The person is okay with it,0
 You shouldn't cheat on others.,You want to build trust with people,1
 You shouldn't cheat on others.,They cheated on you first,0
 You shouldn't cheat on others.,Your partner loves you and is married to you,1
 It is acceptable to be hurt after losing a pet.,The pet killed another human.,0
 It is acceptable to be hurt after losing a pet.,The pet was your first pet.,1
 It is acceptable to be hurt after losing a pet.,The pet killed somebody.,0
 It is acceptable to be hurt after losing a pet.,You've had the pet for 10 years.,1
 It is acceptable to be hurt after losing a pet.,you were the cause of the pet going away.,0
 It is acceptable to be hurt after losing a pet.,you found the pet dead outside.,1
 It is acceptable to be hurt after losing a pet.,The pet was taken from you by animal control.,0
 It is acceptable to be hurt after losing a pet.,It was a loving member of your family.,1
 It is acceptable to be hurt after losing a pet.,You had them since they were a baby.,1
 It is okay to refuse a favor.,It's for something one desperately needs.,0
 It is okay to refuse a favor.,The person offering the favor has ulterior motives for doing so.,1
 It is okay to refuse a favor.,You are desperate.,0
 It is okay to refuse a favor.,The favor comes with strings.,1
 It is okay to refuse a favor.,It is for family.,0
 It is okay to refuse a favor.,It would make you miss work.,1
 It is okay to refuse a favor.,You owe someone for a big favor.,0
 It is okay to refuse a favor.,You don't know the person well.,1
 It is okay to refuse a favor.,You need help with something big,0
 It is okay to refuse a favor.,You don’t want to owe someone,1
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,You mentioned that everyone should hold on to their keys.,0
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,You mentioned that you keep all of the keys together.,1
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,Unless it was an unfortunate accident.,0
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,Especially if it was on purpose.,1
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,He stole the spare keys.,1
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,They are in the hospital.,0
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,The guest has no jacket on and it is freezing.,1
 It is OK to ask your housemate's guest to bring the spare keys back home after he locked your guest outside.,You're good friends with them.,1
 It is okay to refuse a favor.,you currently have a flat tire,0
 It is okay to refuse a favor.,it is something that you dont need,1
 It is okay to refuse a favor.,You feel that they do too much for you but you don't do much for them.,1
 It is okay to refuse a favor.,Unless you really need the help.,0
 It is okay to refuse a favor.,Especially if it comes with strings attached.,1
 It is okay to refuse a favor.,It is something that will save your life.,0
 It is okay to refuse a favor.,You have no way of returning the favor in the future.,1
 It is okay to refuse a favor.,it would hurt the giver's feelings.,0
 It is okay to refuse a favor.,you aren't comfortable receiving it.,1
 It is rude to be selfish,it doesn't impact anyone else.,0
 It is rude to be selfish,doing so hurts your family.,1
 It is rude to be selfish,you are putting your health first.,0
 It is rude to be selfish,you have cookies and a child wants them.,1
 It is rude to be selfish,You don't have anyone to share with.,0
 It is rude to be selfish,You're around people who have a lot less than you do.,1
 It is rude to be selfish,you are trying to win a game.,0
 It is rude to be selfish,there is not enough for everyone.,1
 It is rude to be selfish,your selfishness does not harm anyone else,0
 It is rude to be selfish,your selfishness harms others,1
 It's expected that inheritances will be distributed amongst family.,Someone is estranged.,0
 It's expected that inheritances will be distributed amongst family.,The family had good relationships.,1
 It's expected that inheritances will be distributed amongst family.,the deceased left their money to charity.,0
 It's expected that inheritances will be distributed amongst family.,the money came from a family business.,1
 It's expected that inheritances will be distributed amongst family.,Some family members stole money from the person providing the inheritance.,0
 It's expected that inheritances will be distributed amongst family.,All of the family members are close with each other.,1
 It's expected that inheritances will be distributed amongst family.,Some of the family mistreated the others,0
 It's expected that inheritances will be distributed amongst family.,There are many siblings of similar ages,1
 It's expected that inheritances will be distributed amongst family.,Everyone was helpful to the person who died.,1
 It's okay to want to change your living situation to improve your life .,You do so my illicit means.,0
 It's okay to want to change your living situation to improve your life .,You want to improve it for your children especially.,1
 It's okay to want to change your living situation to improve your life .,You have kids you need to care for.,0
 It's okay to want to change your living situation to improve your life .,You are in a very dangerous neighborhood.,1
 It's okay to want to change your living situation to improve your life .,You have signed a lease with someone.,0
 It's okay to want to change your living situation to improve your life .,You got a new job out of town.,1
 It's okay to want to change your living situation to improve your life .,You're getting rid of the people who care about you in the process.,0
 It's okay to want to change your living situation to improve your life .,You're improving the lives of those around you.,1
 It's okay to want to change your living situation to improve your life .,Unless you're a child living at home.,0
 It's okay to want to change your living situation to improve your life .,Especially if you just got a great new job.,1
 It's expected that you want to procreate.,You are asexual,0
 It's expected that you want to procreate.,You have the normal set of sexual drive hormones,1
 It's expected that you want to procreate.,you don't want to be a parent.,0
 It's expected that you want to procreate.,your religion requires it.,1
 It's expected that you want to procreate.,You are asexual by nature and don't like people either.,0
 It's expected that you want to procreate.,You are not asexual and a healthy man or woman.,1
 It's expected that you want to procreate.,you are unable to.,0
 It's expected that you want to procreate.,you want to have a family.,1
 It's expected that you want to procreate.,Your partner can’t have kids,0
 It's expected that you want to procreate.,You want a lot of kids,1
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,You don't want to be a jerk.,0
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,If there is a company no tipping policy.,1
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,They do an amazing job for you and inspire you to tip.,0
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,They donl't really do anything for you while you are in there.,1
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,They go out of their way to provide you service.,0
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,They do not offer you any assistance.,1
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,you want to show your appreciation anyway,0
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,they are clearly not doing their job,1
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,they do a very good job.,0
 Bathroom attendants get plenty of tips from other people so you do not have to tip the attendant.,they do not do anything to help you.,1
 It's wrong to use someone to get something you like then dump them.,You know they will be very sad,1
 It's wrong to use someone to get something you like then dump them.,They have been cheating on you.,0
 It's wrong to use someone to get something you like then dump them.,You do this to everyone even good people.,1
 It's wrong to use someone to get something you like then dump them.,you are an undercover CIA operative,0
 It's wrong to use someone to get something you like then dump them.,the person has a mental disability,1
 It's wrong to use someone to get something you like then dump them.,That person has done that to lots of people.,0
 It's wrong to use someone to get something you like then dump them.,You tell the person you love them.,1
 It's wrong to use someone to get something you like then dump them.,They have been your friend for years.,1
 It's fine to want to make your body clean.,you're spending so much time in the shower others can't use it,0
 It's fine to want to make your body clean.,you noticed some body odor after your last gym session,1
 It's fine to want to make your body clean.,you are having a mud treatment at a spa.,0
 It's fine to want to make your body clean.,you just fell into a polluted lake.,1
 It's fine to want to make your body clean.,You love being dirty,0
 It's fine to want to make your body clean.,You are a model,1
 It's fine to want to make your body clean.,It becomes an obsession.,0
 It's fine to want to make your body clean.,You are going on a date.,1
 It's fine to want to make your body clean.,It becomes an unhealthy obsession.,0
 It's fine to want to make your body clean.,You work in position where you make or serve food.,1
 It is bad to not chip in for a group gift,you've just started the job and do not know the person,0
 It is bad to not chip in for a group gift,you are attending the party,1
 It is bad to not chip in for a group gift,You really are broke.,0
 It is bad to not chip in for a group gift,You have plenty of money.,1
 It is bad to not chip in for a group gift,You're living paycheck to paycheck.,0
 It is bad to not chip in for a group gift,The gift was your idea.,1
 It is bad to not chip in for a group gift,everybody else doesn't,0
 It is bad to not chip in for a group gift,you want to buy something expensive,1
 It is bad to not chip in for a group gift,You purchased the last group gift all by yourself.,0
 It is bad to not chip in for a group gift,It is for your ill boss.,1
 It's wrong to try and control other peoples lives.,They are older than you,1
 It's wrong to try and control other peoples lives.,they are your children.,0
 It's wrong to try and control other peoples lives.,they are adults.,1
 It's wrong to try and control other peoples lives.,That other person is your toddler.,0
 It's wrong to try and control other peoples lives.,That person is your romantic partner.,1
 It's wrong to try and control other peoples lives.,They are your small helpless babies.,0
 It's wrong to try and control other peoples lives.,They are your ex.,1
 It's wrong to try and control other peoples lives.,they are your underage child.,0
 It's wrong to try and control other peoples lives.,they are a grown adult and aren't doing anything illegal.,1
 It is okay to be attracted to certain types of people.,You're attracted to minors.,0
 It is okay to be attracted to certain types of people.,You treat everyone with courtesy whether you're attracted to them or not.,1
 It is okay to be attracted to certain types of people.,you're attracted to children,0
 It is okay to be attracted to certain types of people.,you've developed your preference over the course of your lifetime,1
 It is okay to be attracted to certain types of people.,you are an adult and they are children.,0
 It is okay to be attracted to certain types of people.,they are of legal age.,1
 It is okay to be attracted to certain types of people.,They are bad people.,0
 It is okay to be attracted to certain types of people.,They are decent people.,1
 You should let customers offer suggestions for your office.,The office is highly internalized and private.,0
 You should let customers offer suggestions for your office.,The office deals with the public sector.,1
 You should let customers offer suggestions for your office.,The customers have no knowledge and experience.,0
 You should let customers offer suggestions for your office.,The costumers make better suggestions than others.,1
 You should let customers offer suggestions for your office.,Their suggestions end up costing the office too much money.,0
 You should let customers offer suggestions for your office.,Their ideas help bring other clients to the office.,1
 You should let customers offer suggestions for your office.,You're just a custodian.,0
 You should let customers offer suggestions for your office.,You're the office manager.,1
 You should let customers offer suggestions for your office.,The only suggestions are obscene jokes from teenagers.,0
 You should let customers offer suggestions for your office.,You've previously implemented some of their suggestions and seen jumps in sales.,1
" It's understandable that sometimes, what's kind to one person could actually endanger someone else, so people make a choice to care about safety more.",You're on a sinking boat with only 1 life preserver.,0
" It's understandable that sometimes, what's kind to one person could actually endanger someone else, so people make a choice to care about safety more.",Everyone gets out of the situation unscathed.,1
" It's understandable that sometimes, what's kind to one person could actually endanger someone else, so people make a choice to care about safety more.",They are a daredevil.,0
" It's understandable that sometimes, what's kind to one person could actually endanger someone else, so people make a choice to care about safety more.",The parent wants to make sure that their child doesn't get hurt.,1
 It is expected that sometimes people will overreact to things.,They are hormonal,1
 It is expected that sometimes people will overreact to things.,You are at a memorial service.,0
 It is expected that sometimes people will overreact to things.,They were cut off by another driver.,1
 It is expected that sometimes people will overreact to things.,They have a calm temper.,0
 It is expected that sometimes people will overreact to things.,You have walked over to them and knocked their phone out of their hands.,1
 It is expected that sometimes people will overreact to things.,They're high court judges.,0
 It is expected that sometimes people will overreact to things.,They're going through puberty.,1
 It is expected that sometimes people will overreact to things.,Your line of work demands that you remain calm.,0
 It is expected that sometimes people will overreact to things.,They are feeling stressed.,1
" You should keep your cats indoors, they could get lost.",They are in a small fenced in backyard.,0
" You should keep your cats indoors, they could get lost.",They roam free and are not wearing a collar.,1
" You should keep your cats indoors, they could get lost.",your house is filled with easy-off fume.,0
" You should keep your cats indoors, they could get lost.",you cat is still a kitten.,1
" You should keep your cats indoors, they could get lost.",You walk them on a leash.,0
" You should keep your cats indoors, they could get lost.",You live in a high traffic area.,1
" You should keep your cats indoors, they could get lost.",Your cat is an experienced former stray,0
" You should keep your cats indoors, they could get lost.",Your cat is a kitten,1
" You should keep your cats indoors, they could get lost.",they are outdoor cats.,0
" You should keep your cats indoors, they could get lost.",they are inside cats.,1
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,It is a part of the lease agreement that you will pay.,0
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,They are the ones who broke it.,1
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,they are your landlord and you left some damage in the apartment,0
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,the item is not even yours,1
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,your name is on the contract or lease.,0
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,they say you don't have to.,1
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,they asked you to nicely,0
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,you don't want to do it,1
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,You caused damage while leaving there that needs to be repaired.,0
 If you no longer live with someone then you are under no obligation to pay them for something in your old apartment.,They want you to pay for utilities from after the period you lived there.,1
 You are expected to let parents handle disciplining their children.,Unless their children are punching them repeatedly.,0
 You are expected to let parents handle disciplining their children.,They are strangers in a grocery store.,1
 You are expected to let parents handle disciplining their children.,The parents hit the children,0
 You are expected to let parents handle disciplining their children.,You don't know the family,1
 You are expected to let parents handle disciplining their children.,The parents don't have custody of the child.,0
 You are expected to let parents handle disciplining their children.,You don't know the parents of the child.,1
 You are expected to let parents handle disciplining their children.,Disciplining turns to abuse.,0
 You are expected to let parents handle disciplining their children.,They are doing so in a healthy and constructive way.,1
 You are expected to let parents handle disciplining their children.,Their child hits your child.,0
 You are expected to let parents handle disciplining their children.,The parent saw the child's misbehavior and is already approaching to deal with it.,1
 You shouldn't pry into your partner's things.,you suspect he needs rehab,0
 You shouldn't pry into your partner's things.,you want a mutually trusting relationship,1
 You shouldn't pry into your partner's things.,You think they are cheating,0
 You shouldn't pry into your partner's things.,They don’t go into your things,1
 You shouldn't pry into your partner's things.,Unless you think they are doing something illegal.,0
 You shouldn't pry into your partner's things.,Especially if you trust them.,1
 You shouldn't pry into your partner's things.,They ask you to take a lock off its hinges.,0
 You shouldn't pry into your partner's things.,You claim to trust your partner.,1
 You shouldn't pry into your partner's things.,you suspect they are a danger to themselves.,0
 You shouldn't pry into your partner's things.,you want to be trusted by your partner.,1
 It's good to comply with your friend's requests.,Your friend's request is illegal.,0
 It's good to comply with your friend's requests.,You owe them a favor.,1
 It's good to comply with your friend's requests.,Doing so would harm someone.,0
 It's good to comply with your friend's requests.,Your friend needs help.,1
 It's good to comply with your friend's requests.,They want you to break the law.,0
 It's good to comply with your friend's requests.,They are relying on you for support.,1
 It's good to comply with your friend's requests.,their requests ask you to break the law for them.,0
 It's good to comply with your friend's requests.,you offered your help to them just prior.,1
 It's good to comply with your friend's requests.,Your friends ask you to do illegal things often.,0
 It's good to comply with your friend's requests.,Your friends often request to hang out.,1
 It is rude to give unsolicited advice.,you really feel like it will help someone.,0
 It is rude to give unsolicited advice.,you don't know all of the details.,1
 It is rude to give unsolicited advice.,You write a popular advice column.,0
 It is rude to give unsolicited advice.,You keep giving the same unhelpful advice over and over again.,1
 It is rude to give unsolicited advice.,You know you can help someone in need.,0
 It is rude to give unsolicited advice.,You don't know the person.,1
 It is rude to give unsolicited advice.,it is a matter of life or death,0
 It is rude to give unsolicited advice.,you don't know the person,1
 It is rude to give unsolicited advice.,Unless you are a therapist.,0
 It is rude to give unsolicited advice.,Especially if nobody asked you for your advice.,1
 It's okay to be alone on your birthday.,You wanted to be with friends on your birthday.,0
 It's okay to be alone on your birthday.,You enjoy time alone a lot and don't get much of it.,1
 It's okay to be alone on your birthday.,You are skipping your own party.,0
 It's okay to be alone on your birthday.,You don't have any friends.,1
 It's okay to be alone on your birthday.,Your family forgot about your birthday.,0
 It's okay to be alone on your birthday.,You do not celebrate birthdays.,1
 It's okay to be alone on your birthday.,you are a small child.,0
 It's okay to be alone on your birthday.,"you are an adult, and that is your choice.",1
 It's okay to be alone on your birthday.,You are an introvert,1
 You shouldn't say mean things about your partner's weight.,They tell you they want accountability.,0
 You shouldn't say mean things about your partner's weight.,It's a sensitive topic for them.,1
 You shouldn't say mean things about your partner's weight.,They can't hear you say it.,0
 You shouldn't say mean things about your partner's weight.,They can hear you say it.,1
 You shouldn't say mean things about your partner's weight.,Your partner won't hear,0
 You shouldn't say mean things about your partner's weight.,Your partner is recovering from an eating disorder,1
 You shouldn't say mean things about your partner's weight.,They are becoming morbidly obese and could die.,0
 You shouldn't say mean things about your partner's weight.,They are trying to fit into their wedding dress.,1
 You shouldn't say mean things about your partner's weight.,It works as a form of encouragement for them to lose weight.,0
 You shouldn't say mean things about your partner's weight.,They are overly sensitive.,1
 It is rude to break up with your girlfriend for trivial reasons,You have mentioned the reasons to her and she doesn't care.,0
 It is rude to break up with your girlfriend for trivial reasons,The relationship is a good one otherwise.,1
 It is rude to break up with your girlfriend for trivial reasons,she's just constantly getting on your nerves.,0
 It is rude to break up with your girlfriend for trivial reasons,the reasons are minor.,1
 It is rude to break up with your girlfriend for trivial reasons,it was not the first time they did that,0
 It is rude to break up with your girlfriend for trivial reasons,they have never done anything bad before,1
 It is rude to break up with your girlfriend for trivial reasons,Your soul mate is someone else and they like you back.,0
 It is rude to break up with your girlfriend for trivial reasons,She had a bad night at work.,1
 It is rude to break up with your girlfriend for trivial reasons,You've only been dating for a week.,0
 It is rude to break up with your girlfriend for trivial reasons,You've been dating for ten years and have two kids.,1
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,Your opinion is extreme and would offend most people.,0
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,Your opinion is moderate.,1
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,You're known for not holding back your opinions.,1
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,The school controls what you write about,0
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,You are the editor of the paper too,1
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,you have a good argument.,1
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,You have a bad opinion.,0
 It's expected you share your opinion when writing opinion pieces for a school newspaper.,You are passionate about a topic.,1
 It is bad to only think of yourself.,you're shopping for your own car.,0
 It is bad to only think of yourself.,your not covering your mouth when coughing.,1
 It is bad to only think of yourself.,You live alone and aren't responsible for anyone else.,0
 It is bad to only think of yourself.,You have a spouse and children.,1
 It is bad to only think of yourself.,You're a hermit.,0
 It is bad to only think of yourself.,You are married.,1
 It is bad to only think of yourself.,You are in a life or death situation.,0
 It is bad to only think of yourself.,You have children with you in a crisis situation.,1
 It is bad to only think of yourself.,You're stranded alone on a secluded island.,0
 It is bad to only think of yourself.,You're the only breadwinner in the family.,1
 It's hypocritical to hold people to a higher standard of behavior than yours.,you believe that one's position in life dictates behavioral standards.,0
 It's hypocritical to hold people to a higher standard of behavior than yours.,you are all on an equal plane.,1
 It's hypocritical to hold people to a higher standard of behavior than yours.,it's to do with how they behave vs how kids do,0
 It's hypocritical to hold people to a higher standard of behavior than yours.,you're an adult yourself,1
 It's hypocritical to hold people to a higher standard of behavior than yours.,They are your children and you are trying to teach them to be better people.,0
 It's hypocritical to hold people to a higher standard of behavior than yours.,You refuse to work on changes to make yourself better.,1
 It's hypocritical to hold people to a higher standard of behavior than yours.,you're enforcing policies at work,0
 It's hypocritical to hold people to a higher standard of behavior than yours.,you express it in an effort to put them down,1
 It's hypocritical to hold people to a higher standard of behavior than yours.,You are talking to your kids,0
 It's hypocritical to hold people to a higher standard of behavior than yours.,You always behave poorly,1
" It is okay not to want obnoxious people at your wedding, even if they are friends.",They have been particularly generous to you in the past.,0
" It is okay not to want obnoxious people at your wedding, even if they are friends.",You think they will cause discord at the ceremony.,1
" It is okay not to want obnoxious people at your wedding, even if they are friends.",They are paying for the wedding.,0
" It is okay not to want obnoxious people at your wedding, even if they are friends.",They usually cause a scene.,1
" It is okay not to want obnoxious people at your wedding, even if they are friends.",They are your best friends and you would feel bad uninviting them.,0
" It is okay not to want obnoxious people at your wedding, even if they are friends.",They disrupt your wedding by yelling and screaming during the ceremony.,1
" It is okay not to want obnoxious people at your wedding, even if they are friends.",They have a history of embarrassing you in public.,1
" It is okay not to want obnoxious people at your wedding, even if they are friends.",You think they are planning to propose,1
 People are less desirable mates when they already have children.,The other person has children of their own,0
 People are less desirable mates when they already have children.,They dont want to have any kids,1
 People are less desirable mates when they already have children.,The children are well behaved.,0
 People are less desirable mates when they already have children.,The children lack any kind of discipline.,1
 People are less desirable mates when they already have children.,The children are out of the house.,0
 People are less desirable mates when they already have children.,The children aren't well-behaved.,1
 People are less desirable mates when they already have children.,They are a great parent that loves their children.,0
 People are less desirable mates when they already have children.,They are still in love with their kid's parent.,1
 People are less desirable mates when they already have children.,you also have children.,0
 People are less desirable mates when they already have children.,you do not want to have children.,1
 It's okay to want a little elbow room when you are traveling by plane.,you are a flight attendant and are working.,0
 It's okay to want a little elbow room when you are traveling by plane.,it is a long flight.,1
 It's okay to want a little elbow room when you are traveling by plane.,are an Army paratrooper,0
 It's okay to want a little elbow room when you are traveling by plane.,you are in first class,1
 It's okay to want a little elbow room when you are traveling by plane.,You're flying on a cramped full flight.,0
 It's okay to want a little elbow room when you are traveling by plane.,You're on an empty flight.,1
 It's okay to want a little elbow room when you are traveling by plane.,You are taking up other people's room.,0
 It's okay to want a little elbow room when you are traveling by plane.,You are feeling claustrophobic.,1
 It's okay to want a little elbow room when you are traveling by plane.,The plane is full of people.,0
 It's okay to want a little elbow room when you are traveling by plane.,The person next to you keeps bumping into you.,1
 It's wrong to judge people based on their gender identity.,You kindly ask a boy not to use the girls restroom.,0
 It's wrong to judge people based on their gender identity.,You are excluding someone from a baseball game for being a girl.,1
 It's wrong to judge people based on their gender identity.,You are researching gender identities under controlled scientific standards.,0
 It's wrong to judge people based on their gender identity.,It doesn't affect you in any way.,1
 It's wrong to judge people based on their gender identity.,They identify as trans or other gender fluid roles.,1
 It's wrong to judge people based on their gender identity.,They are changing their identity every day for attention,0
 It's wrong to judge people based on their gender identity.,THey are already having a hard time being accepted,1
 It's wrong to judge people based on their gender identity.,They have an ambiguous look,1
 It is wrong to drink out of a mug that is not your own.,The other person offered it to you.,0
 It is wrong to drink out of a mug that is not your own.,You are sick.,1
